Lead_Time,Border_Congestion,Storage_Type,Route_ID,Stock_Out
6.054032956549864,0,1,3,0
7.396035088713344,3,0,2,0
6.0353471054909615,2,0,2,0
10.66583098104692,2,1,3,1
7.983875475815124,2,1,3,0
9.747506506155192,0,1,2,0
8.336338726949233,6,0,1,0
5.330751502952403,2,1,2,0
5.948338215880548,3,0,1,0
5.043962799264733,2,1,3,0
5.02623823665863,2,0,2,0
7.753521436672236,7,1,2,1
3.084634565290422,2,0,1,0
6.997306798382429,1,1,3,0
3.920506654608774,4,0,1,0
8.731300738065906,0,0,1,0
6.260509368699818,3,0,3,0
9.074472509918476,2,0,3,0
8.266760842332674,0,0,3,0
10.750708864676911,4,1,3,1
6.8919434497436045,4,0,2,0
9.035619996464941,3,0,3,0
7.779411489081914,2,0,2,0
6.630591680583241,3,0,3,0
6.392614510376535,2,1,3,0
5.838530843233701,3,1,1,0
8.329870970448358,2,1,2,0
3.8676297362808385,3,0,2,0
4.984843293722008,2,1,3,0
9.348053662442911,1,0,1,0
11.675522570805052,4,1,3,1
5.904045670319723,5,1,3,0
4.774378452496786,2,1,1,0
8.630163878086915,4,1,2,1
6.141990858683211,1,1,3,0
7.842196385988659,4,1,2,0
6.126230693320901,4,0,1,0
9.460802023694665,3,0,1,0
7.254872744606236,2,1,1,0
6.478582123846108,2,0,2,0
7.952683643322866,2,1,3,0
4.398939709847637,2,0,3,0
4.994607310493942,5,1,2,0
5.963289479857505,3,1,2,0
8.120006663454962,3,0,2,0
9.31271814322584,1,0,2,0
7.690896468626636,1,0,1,0
4.560758714061455,1,1,2,0
6.6681161884138564,3,0,1,0
5.690868517813863,5,0,2,0
3.4186266884220964,5,0,1,0
6.003866374309775,4,0,1,0
7.353428394889176,4,1,1,0
6.169943645515411,2,0,3,0
4.717060866913848,3,1,3,0
6.87870840707085,9,0,2,0
4.526180776769891,4,1,3,0
11.154924886279382,5,0,1,0
4.708526617753946,5,1,3,0
2.6105783960076225,3,0,3,0
6.607679536893308,2,0,3,0
6.658840750860965,2,1,2,0
7.862104498871399,4,1,1,0
8.46218169966013,2,1,1,0
6.641963362006589,5,0,3,0
10.599838586748783,4,1,1,1
3.7695405787855822,4,0,1,0
5.056546689741195,6,0,2,0
7.404585830195836,1,0,3,0
8.7165291966611,1,0,3,0
8.063963428792563,1,0,1,0
10.337026168870677,3,0,1,0
6.144864281454385,2,1,1,0
3.7954993788900597,2,0,3,0
10.453491318990716,0,1,1,0
6.3956720604575095,2,1,2,0
7.481060732220638,2,1,3,0
2.2443802585646555,4,1,1,0
5.507632722035469,4,0,3,0
8.281141607725964,1,1,2,0
5.699954868113792,2,1,2,0
9.597041094046604,3,1,1,1
7.328099239797873,6,1,3,1
9.76137979677984,2,0,2,0
7.4879435262281495,3,0,1,0
6.888157934260459,1,1,3,0
7.1023357412175345,4,1,3,0
1.4792321323572644,2,0,3,0
5.791085839252396,3,0,1,0
7.46722709688941,1,1,3,0
6.48058510069834,3,1,2,0
5.868642936173517,3,1,1,0
8.473089802092048,2,1,3,0
7.3314150464217605,2,0,3,0
5.694034571835857,3,0,3,0
6.574791084504863,7,0,2,0
9.096655755690369,3,0,1,0
7.537392012663746,3,0,1,0
6.6174065543084275,5,0,1,0
6.5642204305565794,2,0,3,0
9.067996254650515,1,0,1,0
6.927745973016549,3,0,1,0
10.48344104410907,2,1,2,1
9.187165025031835,2,0,1,0
3.0603710593081312,1,0,1,0
7.674208766043995,5,0,2,0
6.031426719526977,2,1,1,0
4.359406498297989,4,0,1,0
8.83764773688404,4,0,3,0
6.662198864343076,3,1,2,0
5.845966815353191,3,0,2,0
6.694024104562769,2,1,1,0
10.662740436864446,1,1,1,0
6.463319298491299,0,1,2,0
4.293166210925769,2,0,2,0
6.287265888207297,1,1,2,0
8.184190406542486,2,0,1,0
6.180899319277417,2,0,1,0
5.55959435128856,2,1,1,0
8.844529823133199,5,1,1,1
9.98620434730396,4,1,2,1
6.979198423753627,2,1,3,0
8.348930363906337,4,1,2,1
6.142792967296864,2,1,2,0
4.940199917706876,0,0,2,0
9.41483992813701,1,0,3,0
5.314082233977416,2,1,1,0
6.904397856950857,5,0,1,0
6.81369500152104,1,1,1,0
9.074598029571007,3,1,1,1
6.754768612248755,4,1,3,0
7.433253088126241,5,0,2,0
5.450523978700163,4,1,1,0
6.299574961104472,4,0,2,0
7.511086410953717,4,0,1,0
6.681758446228016,4,0,2,0
3.6079588268631353,1,0,3,0
8.934775563448696,2,0,1,0
8.782384685441873,1,0,1,0
9.344738541701215,0,0,1,0
6.973669098527355,1,1,1,0
9.27591650061217,3,1,2,1
4.253982841733915,2,0,3,0
8.224678581119013,2,1,1,0
6.716480244500221,1,0,1,0
7.94953233499509,3,1,1,0
8.364627341741459,1,1,1,0
5.33447260383552,1,1,2,0
5.993850778240538,2,0,3,0
9.75879763544705,2,0,1,0
6.037466178414978,3,0,3,0
6.1756842000156755,2,1,2,0
5.702983243522455,2,0,3,0
5.925478150792915,3,0,3,0
8.60446496297988,3,0,3,0
7.728345748320329,7,0,2,0
3.112724050483759,1,1,2,0
8.562601625074068,5,0,1,0
6.1712043544699355,3,1,3,0
7.2382554565874235,4,0,2,0
5.847321089139606,2,0,3,0
7.716898114476774,3,1,2,0
10.35391184715894,2,1,2,1
5.617916393476577,1,0,2,0
5.813620379580181,0,1,1,0
3.7102002805745053,6,0,1,0
7.057723859603813,0,1,1,0
6.932757599616751,2,1,3,0
10.18518268785125,5,1,3,1
7.601940579198107,2,1,1,0
9.348086762344252,6,1,2,1
6.056240206933876,2,1,1,0
8.333115915020656,1,0,3,0
4.246403419515273,5,0,2,0
7.39625567661851,1,1,2,0
5.039250389082406,0,1,2,0
5.03534174847996,2,0,1,0
7.789700360653547,3,1,1,0
5.668060320042723,1,1,2,0
5.878820482046384,3,0,3,0
7.098914663027647,5,1,2,1
3.9888688188014294,4,0,2,0
8.13809790016274,2,0,3,0
7.322555131211039,3,1,3,0
7.607417336291878,7,1,2,1
10.937927804453421,0,0,2,0
5.233309475115696,3,1,1,0
7.280741952791239,6,0,3,0
9.134913784034808,3,0,3,0
9.068011025024255,1,1,1,0
8.441532558488843,1,1,2,0
8.532333123618326,4,1,3,1
7.698778681542381,3,1,2,0
4.96440881311654,2,1,1,0
3.2394291044478902,2,0,3,0
10.00731658206094,4,0,3,0
7.472362257691813,3,0,1,0
11.389670584166494,3,1,3,1
6.119331072358062,3,0,1,0
9.126790653201825,2,1,1,0
6.9002459191257515,2,0,1,0
10.205640714925853,3,1,1,1
7.818427246181997,4,0,3,0
5.045937479135877,2,0,1,0
3.464142893119268,3,0,2,0
9.319149861310962,5,0,1,0
5.848046815449809,5,0,1,0
6.030170083591965,6,1,2,1
7.579493520581127,2,0,1,0
8.488706316728903,3,0,2,0
7.1312507867566515,4,1,1,0
7.10885627719981,0,1,2,0
7.702334690460371,2,1,3,0
5.947871597641077,5,0,1,0
7.358254230872723,1,1,1,0
6.676391496554824,2,0,1,0
6.1523112484675755,7,0,3,0
5.2803115890248105,3,1,1,0
11.31267568474619,2,1,1,1
9.651875312429048,4,0,2,0
0.5402571854527825,3,0,2,0
8.041837254365321,2,1,2,0
7.6534880482440695,5,0,2,0
7.375386227245843,2,1,3,0
7.976775704368808,2,1,1,0
6.205249908574684,3,0,3,0
7.521864629867112,1,0,1,0
10.348477532691556,3,1,1,1
9.961564092424133,1,1,1,0
8.27048906724469,3,0,2,0
7.514291376809651,3,1,2,0
9.988430133836895,3,0,2,0
9.368830631856259,3,0,2,0
8.965380829568955,3,0,3,0
6.527807181548692,4,0,1,0
7.772924566736493,2,1,1,0
7.4623963733988266,3,0,2,0
7.714771089023192,3,1,1,0
8.230654290407088,3,1,3,0
9.941446316542248,7,1,2,1
7.698483410722304,1,1,1,0
3.7151017737986836,5,0,1,0
8.2706297793573,1,1,2,0
7.3105233190125265,4,0,1,0
4.411920849879465,3,1,3,0
9.23256928979018,0,0,2,0
5.708293799258734,2,0,3,0
9.054552132891677,3,0,2,0
6.849725738209705,5,1,3,0
8.353709749282931,2,0,1,0
10.132767257705773,5,0,1,0
3.349702453739902,1,1,1,0
5.0285740032911335,5,1,1,0
4.932349354574763,8,1,1,1
12.174876382830526,1,1,2,1
7.421307285257267,5,1,3,1
1.9423257710156143,6,0,2,0
5.570235158091872,1,0,3,0
6.847512268563473,2,0,3,0
4.05559505229946,5,1,3,0
8.934369467228146,1,1,2,0
7.180323613684272,5,1,2,1
6.861580440879168,2,0,3,0
5.75575659273014,6,1,2,0
7.106250469620869,6,1,2,1
7.9369984154452835,6,1,2,1
6.176247697784354,0,0,1,0
6.3287901508989854,1,0,1,0
9.231295918542076,3,1,1,1
4.643637870078258,2,0,3,0
8.015749019560435,2,0,3,0
4.566750685489176,2,1,1,0
5.300810929167519,5,0,2,0
11.014310323272573,7,1,1,1
8.596860775146606,4,1,2,1
4.863589482998194,3,1,1,0
10.387206284610823,2,1,3,1
6.637490708195785,4,0,3,0
7.631583348208374,3,1,2,0
4.508420113166972,7,0,3,0
4.806735507702406,3,1,2,0
5.659467274638906,8,1,2,1
7.539931523199544,5,1,1,1
10.107217308292151,1,1,1,0
6.533702951240556,4,1,2,0
8.581412058367286,2,1,2,0
9.388808447321498,2,0,2,0
7.302390004239934,4,0,3,0
4.759934212249867,3,0,1,0
0.5068600966713985,2,0,2,0
7.152735969312845,4,0,1,0
7.931542673427856,5,1,3,1
9.670086411545146,4,0,2,0
7.482520868155572,5,0,1,0
8.511644501408394,2,1,2,0
5.247193358306747,4,0,1,0
5.369818019324154,5,0,1,0
8.028321290054844,0,1,3,0
6.358737451450903,2,0,2,0
8.811260227613433,1,1,2,0
5.254997007221741,3,1,2,0
9.1704830603687,5,1,1,1
5.199731857003828,2,0,3,0
5.701614481701636,4,1,2,0
5.590182380091186,2,0,3,0
10.974280880597895,4,1,1,1
6.122632052217429,3,1,1,0
9.156926480818932,2,0,1,0
6.326064893793374,4,0,3,0
7.14967927816575,4,1,1,0
9.38887989965973,6,0,3,0
11.455416374838867,1,0,3,0
7.460317136800978,1,0,1,0
8.903657441767235,3,0,3,0
4.593369843435108,6,0,1,0
11.39854929703153,5,1,1,1
7.97088083618696,1,0,3,0
3.9495044058470112,3,0,1,0
8.500389359519142,4,1,1,1
5.177535066940676,6,1,3,0
4.935384281252238,1,1,3,0
9.543743085197171,2,1,2,0
6.584164787179085,4,1,3,0
6.147894061088359,2,0,3,0
5.070423266567721,3,1,2,0
5.780426105066835,3,0,3,0
5.449765028044602,1,0,1,0
8.71839396639734,3,1,1,0
6.417127158216705,3,1,2,0
7.407757970893853,2,1,1,0
4.292206550370392,5,1,1,0
5.5861126404232095,2,0,2,0
10.763455914992043,3,0,2,0
7.074538314640635,6,1,2,1
5.591902210826465,3,1,3,0
5.901747863335579,6,0,3,0
4.622861481746524,2,0,2,0
6.333205252423291,1,0,2,0
9.195576360144582,3,1,3,1
6.810734258052916,2,1,3,0
8.396034690045155,5,1,1,1
8.524295349920106,5,0,1,0
7.109811473607077,4,0,2,0
10.12467470246125,2,1,1,1
4.069452904399502,2,0,2,0
3.328794002363119,1,0,1,0
8.351989794580696,2,1,2,0
7.441744046405912,5,0,1,0
10.110651064615478,2,0,1,0
8.656765428326205,3,1,3,0
3.6481367200388783,7,0,3,0
9.557561103024302,2,1,1,0
4.775726563613096,4,0,2,0
6.386925131662254,3,1,3,0
4.127854906256463,3,1,1,0
6.118874479702348,1,0,1,0
5.5711590283325405,4,0,1,0
5.578458340816239,4,0,1,0
8.772208542876015,7,0,2,0
5.872614159207497,2,1,3,0
10.427544105084642,3,1,3,1
8.110892323100765,3,0,3,0
9.449295235378706,2,0,3,0
9.61406543943625,1,0,2,0
8.234817504131643,3,1,2,0
6.990965459260125,1,1,2,0
2.03358538459836,1,1,1,0
4.883116291873186,3,0,1,0
7.859842076436387,0,0,2,0
7.9733731033532145,3,1,3,0
5.226286302403506,4,0,1,0
7.055488071770058,2,0,1,0
6.411220044456392,7,1,2,1
5.81336619544663,4,1,3,0
8.483941521891932,2,0,3,0
7.996648717641641,2,1,1,0
5.469168186572124,4,1,3,0
11.255533837246796,4,0,2,0
9.687640956825035,2,0,2,0
3.4484431045369814,3,0,2,0
10.48265349140492,2,1,2,1
9.183010706204772,4,1,3,1
8.410124162615372,0,0,3,0
8.48490843642213,5,0,2,0
9.109980851341913,4,1,3,1
7.365100866508622,3,1,2,0
5.753548301289297,5,1,1,0
8.353574501626811,0,1,3,0
5.714601869034505,4,0,2,0
8.965531044576707,4,1,2,1
8.21999370889812,3,0,3,0
2.6832377972573846,5,1,1,0
5.007341604901997,1,1,2,0
6.737877129269794,4,1,2,0
4.066391219561716,4,0,1,0
4.326846834826356,2,0,3,0
7.052644757046273,7,0,1,0
7.6368991670991235,7,1,2,1
6.135176905610461,0,1,3,0
8.77221702059601,3,0,3,0
6.8050687631199995,4,0,2,0
2.6381099647700603,7,0,1,0
8.353054215391456,4,0,3,0
5.756573785635434,3,0,3,0
10.524430712403856,2,1,1,1
4.943051507125911,3,0,3,0
6.843039724128022,2,0,3,0
5.902691303128205,2,1,3,0
6.629267736679068,4,1,3,0
5.262639546568854,4,1,2,0
4.961456284261551,2,0,1,0
7.799439860182658,1,0,1,0
5.891689145180081,3,1,1,0
5.696345405661968,3,0,3,0
10.484462797465007,0,1,2,0
5.767343046177631,1,1,2,0
7.006009637033777,2,1,3,0
10.501829598103248,4,1,3,1
6.786386708024615,3,1,3,0
4.984749450770449,5,0,1,0
6.4565663903774,1,0,3,0
8.163036568558187,2,1,1,0
5.799289160187753,2,1,2,0
4.6926870763463135,4,1,1,0
10.145098909933662,2,1,2,1
5.902725139720835,6,1,3,0
8.734403109895885,0,1,3,0
5.31179838645165,5,1,2,0
8.47857437760953,0,1,1,0
2.748495871810035,4,0,1,0
10.053148009505616,3,0,3,0
4.612311840362583,2,1,2,0
6.308448313716905,1,1,1,0
11.714831923659201,6,1,1,1
14.055878531793638,2,1,3,1
6.584627588427752,2,0,1,0
6.7211807045178595,1,1,1,0
9.909590131270692,7,0,3,0
6.871106752017657,2,0,3,0
6.729415209125157,6,0,1,0
7.199401758805508,6,1,2,1
6.536485863300382,2,1,2,0
5.78457280986807,2,1,3,0
9.422099487425834,2,1,1,0
5.263594298163192,4,1,1,0
11.28015872595957,2,1,1,1
4.887604893082081,5,0,3,0
8.477675860077149,1,1,2,0
8.420456340481623,2,0,1,0
9.654442957423953,0,1,2,0
8.935340288856468,2,1,1,0
5.473843616219387,3,0,2,0
6.948228764675772,2,1,2,0
7.6561445873852865,2,0,3,0
8.37275593679227,3,0,1,0
9.302128506208094,5,0,3,0
6.8983807789617755,3,0,2,0
8.463827189315888,0,0,2,0
3.306379286528376,4,0,1,0
5.743626991036681,0,0,3,0
5.11243343341705,2,1,3,0
9.269972702496986,3,0,3,0
7.56861647417394,0,1,2,0
5.926534259527329,3,1,3,0
7.4568055013440775,1,0,2,0
5.147249427999777,2,0,3,0
5.9309787287282765,0,1,2,0
7.192283915452935,5,0,1,0
8.334674596582246,3,0,1,0
7.2842023337781265,3,1,3,0
9.715290016794654,2,1,2,0
6.910943175070478,3,1,1,0
3.239502935831408,3,0,2,0
6.115332025957807,2,0,2,0
8.893020196887928,5,0,1,0
6.09193273347295,3,1,1,0
5.586154831403277,4,0,1,0
10.041009987779237,1,0,3,0
7.813233564030886,1,1,2,0
8.322005309742012,4,1,3,1
6.744012269180825,3,1,1,0
9.78662685863028,1,1,1,0
5.974875868530042,3,1,1,0
3.7796460856134466,4,1,3,0
7.262740040620049,3,1,2,0
10.103498359468313,5,0,2,0
5.830702186247571,1,1,1,0
5.848243016279689,4,0,3,0
7.867236221652613,5,1,1,1
3.995774296466528,2,1,2,0
5.993818611881211,3,0,2,0
6.881046148286516,3,0,1,0
7.929381764143796,1,0,3,0
9.549981422530445,2,1,2,0
7.210928364167808,5,0,1,0
4.168626830934404,1,1,3,0
3.8508812581669885,2,1,2,0
5.115867976284409,4,1,3,0
8.21308606202917,2,0,2,0
8.969671124258403,4,0,3,0
7.3034082173252814,2,1,1,0
8.020355054525968,2,1,1,0
5.10149841350923,5,1,3,0
10.617813139998198,3,0,3,0
7.463751658447549,5,0,3,0
7.082152022166624,2,1,2,0
5.015818668823983,3,0,2,0
6.963990977562768,1,0,1,0
5.7720928966580125,1,0,1,0
3.0042994348602066,5,1,1,0
3.5030389031495486,3,0,2,0
8.578566291886082,6,0,2,0
2.4919331057298875,1,1,2,0
10.712164371981585,2,1,2,1
8.741151926247571,6,1,2,1
9.908479444380418,2,0,2,0
8.140542649297805,7,1,3,1
4.956205560299422,1,1,3,0
8.943411577034166,5,1,3,1
1.4872700186504826,4,1,2,0
6.485672117219973,1,1,2,0
5.0435397704981035,2,0,1,0
5.900075173868311,8,1,1,1
5.388017888964101,3,0,3,0
7.08196496878304,4,1,1,0
6.363738322931232,0,1,2,0
8.136316510459734,1,0,1,0
6.879369090741378,6,1,2,1
4.558741007680689,1,0,1,0
2.4487299324382397,3,0,1,0
6.578117436441337,1,1,2,0
7.371801025842607,3,0,3,0
7.119383078698165,1,0,3,0
10.378162676285504,2,1,1,1
6.018541618057347,4,0,2,0
9.56620635687466,2,1,3,0
5.892773966584626,4,1,2,0
8.473021773236004,2,0,1,0
7.796142393087159,4,0,3,0
5.282243849916755,2,1,3,0
7.0512748926298885,3,0,1,0
5.959292363286933,4,0,3,0
6.021783121512652,3,0,2,0
7.034337272784228,3,1,2,0
9.696828611508032,4,0,1,0
6.645388310038088,3,1,3,0
6.5790614615432625,4,0,2,0
7.180350396475724,3,0,3,0
6.592659055651811,2,1,3,0
6.403230181653321,2,1,3,0
5.352194916239873,4,0,2,0
4.880273959984018,8,0,2,0
8.042097993477437,3,1,3,0
6.578893430298731,3,1,1,0
5.035969661608247,3,0,1,0
4.612275442169114,3,0,3,0
7.3270517605681995,3,0,3,0
11.317582322836685,1,0,2,0
4.511731290832949,8,0,1,0
3.1314466165534673,4,0,2,0
5.13563391311697,3,1,1,0
8.20411910916966,3,1,1,0
3.8826758210594927,3,1,3,0
5.261952751727421,1,1,1,0
5.294819368867509,1,0,3,0
5.9176434123861785,1,1,2,0
7.69453287081668,3,0,1,0
7.4023778661853195,5,1,1,1
11.437741043190748,1,1,2,1
9.66439262738987,3,1,1,1
5.487359631534953,4,1,1,0
3.807723955788507,0,0,2,0
10.329956281571649,1,1,2,0
5.156403102694596,3,0,2,0
8.491492607794262,2,0,1,0
6.583420584904474,0,0,2,0
8.41066121145315,3,0,2,0
8.289396866888506,2,0,2,0
8.03635406701396,6,1,2,1
9.120559111143887,1,0,2,0
4.952760321542057,3,1,3,0
8.615930235187268,5,1,2,1
13.931521466693919,0,1,1,1
7.089726212956959,3,0,1,0
4.125718532141177,3,0,2,0
7.081592977565985,1,0,3,0
11.0326518311184,6,1,1,1
4.8712668305114715,2,0,1,0
7.866684049466977,1,0,3,0
4.9542816814806425,3,1,1,0
11.437538325600368,5,1,1,1
5.838743914805597,1,0,1,0
8.002645055834261,2,1,1,0
7.481500409032303,2,1,2,0
8.141810287468596,3,1,3,0
6.190290289186602,2,1,2,0
9.195994717685778,4,1,2,1
5.269264007452817,5,0,2,0
7.51240561201346,6,0,2,0
4.45580248326182,0,1,1,0
6.754142915735391,4,1,3,0
4.834834103251334,5,1,2,0
6.902811747923652,2,1,2,0
8.325334507845552,2,0,2,0
7.546055071598081,1,1,2,0
8.93350148364279,7,0,3,0
8.53783502001575,5,1,3,1
7.1399645525415645,5,0,2,0
6.202372104366417,6,1,2,1
5.8357143108704,3,0,3,0
8.164043750049554,3,0,1,0
7.329995774582274,1,0,3,0
7.853760190889329,7,0,3,0
5.351159833902541,3,0,3,0
9.056895696177547,4,1,3,1
4.589174525886985,3,0,1,0
7.373353945964673,2,0,1,0
6.198727977780973,9,0,3,0
3.6211919604098166,4,0,1,0
9.685210794474692,4,0,3,0
5.821570004051011,2,1,1,0
9.777992670602988,5,0,2,0
6.7466420944451055,2,1,3,0
6.831268282189426,1,1,3,0
9.143183701886665,3,0,3,0
3.5392663669705446,5,0,3,0
5.987102128181642,3,1,3,0
7.508449353675907,0,0,2,0
5.942449015848018,4,0,3,0
7.184334607456328,6,1,3,1
7.948887444660866,4,1,3,0
6.191898424764276,1,0,2,0
8.90824304824144,5,1,2,1
4.686809528290563,4,1,2,0
5.1527877156012245,3,1,3,0
8.152558078007,5,0,2,0
6.309626016645071,5,0,2,0
4.925640264733799,5,0,3,0
6.8494234962675264,4,0,1,0
5.747484519891592,5,0,2,0
6.667659912441757,2,0,2,0
9.726603050074269,2,1,2,0
3.6552081477472136,4,1,3,0
10.970815337295587,2,1,1,1
6.482880327406187,7,0,2,0
8.576832427457813,2,0,2,0
5.895758138004454,4,1,1,0
7.902682102600525,4,0,2,0
5.356646910438618,1,0,2,0
7.691189031189237,1,1,2,0
7.324392121005125,5,0,2,0
6.464677011878612,1,0,3,0
10.120030356081362,4,1,2,1
3.7571351160034894,4,1,1,0
5.619786995896534,6,1,3,0
6.1242216322375596,4,0,1,0
8.46185212994486,3,0,2,0
8.202164494235044,7,0,1,0
9.376852494438602,2,0,3,0
7.931436625686062,5,1,3,1
4.521338179234738,5,1,1,0
5.354741745013106,2,1,2,0
7.704730805991764,2,1,1,0
5.735826003866955,1,0,2,0
7.538840178773404,4,1,1,0
6.868809113897493,4,1,1,0
4.709088352076753,4,0,3,0
9.257500056084005,0,0,3,0
3.465427970078928,5,0,2,0
5.066674514564541,5,1,2,0
7.858628903669759,5,1,3,1
7.985349739132609,1,0,1,0
10.044749515289709,5,0,2,0
3.513450096206605,4,1,2,0
9.999562633808967,4,0,2,0
8.323836161505188,2,1,1,0
8.586069990657677,3,0,2,0
4.858312506570807,1,0,1,0
4.938209331903918,1,1,1,0
5.36724699707635,2,0,1,0
3.4854961464190484,0,0,2,0
5.215718796088613,5,1,2,0
6.396482348670588,1,1,2,0
8.069991359159323,4,1,1,1
10.610214343187192,2,1,3,1
6.202906112687233,4,0,2,0
7.869684957010979,3,0,2,0
7.379414601494982,2,1,2,0
5.919857049974851,7,0,2,0
4.175538610650269,0,0,3,0
7.276364855973205,2,0,1,0
4.6747659466551585,4,1,2,0
6.972176896687311,1,1,3,0
4.8043037344647725,3,1,1,0
8.855570322851728,4,0,1,0
8.465109382359618,5,0,3,0
3.561670816546286,3,0,1,0
7.539817205195462,1,1,3,0
4.5928607525552625,4,1,3,0
4.88453846407368,4,0,3,0
8.019416725870967,3,1,2,0
6.022146919039887,3,1,3,0
8.160747851166224,0,0,3,0
12.48184714491381,4,0,3,0
3.0229568641542723,4,1,1,0
5.060292403202379,3,1,2,0
4.486641025197096,3,0,2,0
10.200894318717058,3,1,2,1
3.7489173003983316,1,0,2,0
6.9744652110238405,6,1,1,1
7.65780738303781,7,1,3,1
6.848860363473308,4,0,1,0
5.821838849335729,0,1,3,0
8.79023670879103,4,0,2,0
9.821986317250902,2,1,1,0
7.103737788556518,5,0,1,0
4.891698357603431,3,1,1,0
6.378404139704068,3,0,1,0
7.599635620210637,4,1,2,0
6.912514104917783,3,1,2,0
6.06887853094975,4,0,2,0
5.25426561021706,2,1,1,0
7.358638909002626,0,1,1,0
6.871696831157357,5,0,3,0
3.376188393493733,6,0,2,0
7.726332570815015,3,0,1,0
7.029411285852046,1,1,3,0
6.519227322568338,4,0,2,0
10.592202306095645,2,0,3,0
8.676416007888768,2,1,1,0
3.2538013335161513,1,0,1,0
8.166553173481631,8,1,2,1
7.636062972251702,5,1,3,1
7.237494570422141,4,0,1,0
8.503108486958332,1,0,3,0
6.578005695510104,3,1,2,0
6.455316971686716,4,1,1,0
7.838524179327544,3,1,2,0
6.345802065671521,1,1,3,0
5.526243505149656,3,0,2,0
5.119628172993861,4,0,3,0
5.605459751008856,6,0,3,0
11.495995479988583,4,1,3,1
6.499007804055918,4,1,3,0
2.3267576321588095,3,0,3,0
9.006168077586581,5,0,2,0
5.715984704399466,0,1,2,0
6.71183990516414,3,0,3,0
7.4647937976366245,2,1,1,0
6.652467209566077,5,0,3,0
7.574741579621507,5,0,2,0
8.718785500918258,2,0,3,0
3.9147076879180056,3,1,3,0
7.981432838172279,3,0,2,0
7.6182570732464425,4,1,3,0
8.10083345377828,3,1,3,0
6.223453912844839,2,1,1,0
6.885602569864061,2,0,1,0
6.91969002759028,5,1,3,0
8.282227431518828,4,0,1,0
5.092446663017596,2,1,1,0
7.481288890965852,2,0,3,0
7.106321465679084,2,0,3,0
7.889476067243813,5,1,1,1
5.271374122450865,3,0,2,0
6.962880309686368,1,1,1,0
4.33087754420157,3,1,2,0
4.024207476444094,0,1,2,0
2.975234367417028,4,1,3,0
7.928268491205132,3,0,3,0
7.796948480154966,3,1,1,0
1.7928503716077815,5,0,1,0
7.015173866529794,2,1,3,0
5.586173599481434,3,0,2,0
5.924208281821244,1,1,3,0
2.992264511457263,5,0,2,0
7.627643756418749,3,1,1,0
10.905823908399945,3,1,1,1
3.951775441125719,5,0,2,0
6.583238563526061,2,1,2,0
11.2988094293368,3,1,2,1
5.798331636355196,3,1,2,0
8.814095203704829,2,1,3,0
5.6344630215003635,5,1,3,0
2.069168553009616,3,0,2,0
7.321885442722281,4,0,1,0
9.59768929872877,2,0,1,0
9.362778287835683,3,1,3,1
9.425154635866448,4,0,1,0
10.09671811135932,2,1,3,1
6.900653185506948,2,1,2,0
2.447179935814658,2,1,2,0
6.73233129083209,1,0,3,0
7.137384906720196,5,0,1,0
6.728631426698384,2,0,1,0
8.70943128050492,3,0,3,0
7.856966546995498,2,1,3,0
5.726872547063831,1,0,2,0
8.31862358084934,7,0,1,0
6.674188601689031,2,1,2,0
5.7433132778752265,4,0,2,0
9.094693158865791,2,1,1,0
7.247229896595334,1,1,3,0
